 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
178,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_7_substack_frame_1_middleslice,616.6,194.49,3.17,0.32,2.73,7.02,3.7,
179,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_7_substack_frame_2_middleslice,682.14,409.52,1.67,0.6,4.77,11.67,6.39,
180,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_7_substack_frame_3_middleslice,757.05,292.71,2.59,0.39,4.1,10.73,5.64,
181,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_8_substack_frame_1_middleslice,450.14,154.34,2.92,0.34,3.23,7.8,4.29,
182,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_8_substack_frame_2_middleslice,304.78,94.33,3.23,0.31,1.57,5.21,2.38,
183,210210_Nup1GFP_HighTimeResolution_01_28_R3D_D3D_nucleus_8_substack_frame_3_middleslice,282.49,101.94,2.77,0.36,1.45,4.9,2.19,
184,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_1_substack_frame_1_middleslice,637.25,180.77,3.53,0.28,2.9,7.19,3.86,
185,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_1_substack_frame_2_middleslice,383.38,192.09,2,0.5,2.16,5.89,2.98,
186,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_1_substack_frame_3_middleslice,391.99,125.74,3.12,0.32,1.59,4.85,2.31,
187,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_2_substack_frame_1_middleslice,633.8,190.82,3.32,0.3,2.68,6.97,3.64,
188,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_2_substack_frame_2_middleslice,476.57,237.09,2.01,0.5,3.26,8.02,4.35,
189,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_2_substack_frame_3_middleslice,412.07,161.34,2.55,0.39,1.8,5.25,2.52,
190,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_3_substack_frame_1_middleslice,571.15,174.18,3.28,0.3,3.29,8.01,4.38,
191,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_3_substack_frame_2_middleslice,510.47,165.87,3.08,0.32,1.91,6.39,2.98,
192,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_3_substack_frame_3_middleslice,510.98,145.08,3.52,0.28,2.04,5.96,2.93,
193,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_4_substack_frame_1_middleslice,406.87,114.49,3.55,0.28,2.23,6.24,3.11,
194,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_4_substack_frame_2_middleslice,449,217.58,2.06,0.48,3.28,8.5,4.49,
195,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_4_substack_frame_3_middleslice,301.29,90.4,3.33,0.3,1.36,4.63,2.05,
196,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_5_substack_frame_1_middleslice,608.78,224,2.72,0.37,3.43,8.35,4.52,
197,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_5_substack_frame_2_middleslice,343.47,128.24,2.68,0.37,1.56,4.92,2.29,
198,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_5_substack_frame_3_middleslice,437.64,166.5,2.63,0.38,2.42,6.53,3.33,
199,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_6_substack_frame_1_middleslice,529.49,142.46,3.72,0.27,2.47,6.58,3.36,
200,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_6_substack_frame_2_middleslice,586.26,309.41,1.89,0.53,4.56,11.09,6.06,
201,210210_Nup1GFP_HighTimeResolution_01_29_R3D_D3D_nucleus_6_substack_frame_3_middleslice,327.86,134.32,2.44,0.41,2.23,6.61,3.21,
202,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_1_substack_frame_1_middleslice,683.58,283.68,2.41,0.41,3.92,9.11,5.08,
203,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_1_substack_frame_2_middleslice,663.21,404.03,1.64,0.61,4.86,12.7,6.72,
204,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_1_substack_frame_3_middleslice,431.3,213.71,2.02,0.5,2.58,6.96,3.58,
205,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_2_substack_frame_1_middleslice,723.6,230.68,3.14,0.32,3.73,8.98,5.05,
206,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_2_substack_frame_2_middleslice,742.54,454.18,1.63,0.61,5.01,12.44,6.76,
207,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_2_substack_frame_3_middleslice,696.29,352.16,1.98,0.51,4.47,11.67,6.2,
208,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_3_substack_frame_1_middleslice,574.1,197.46,2.91,0.34,3.17,7.65,4.21,
209,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_3_substack_frame_2_middleslice,327.9,195.29,1.68,0.6,2.23,6.14,3.14,
